PDB_ID,Resolution,Method,Ab_type,Deposit_date,H_chain_ID,L_chain_ID,Ag_chain_ID(s),Ag_type(s),Affinity_KD(nM),Kd_nM_parsed,pKd,affinity_is_limit,Affinity_method,Affinity_temp(K),PMID,DOI
7upa,2.5,electron microscopy,VH:VL,2022-04-14,H,L,A,protein,<0.02,0.02,10.698970004336019,True,BLI,303,36932063,10.1038/s41467-023-36995-y
7upa,2.5,electron microscopy,VH:VL,2022-04-14,C,F,D,protein,<0.02,0.02,10.698970004336019,True,BLI,303,36932063,10.1038/s41467-023-36995-y
7upa,2.5,electron microscopy,VH:VL,2022-04-14,B,E,D;G,protein;protein,<0.02,0.02,10.698970004336019,True,BLI,303,36932063,10.1038/s41467-023-36995-y
7upb,3.0,electron microscopy,VH:VL,2022-04-14,C,F,D,protein,15,15.0,7.823908740944319,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upb,3.0,electron microscopy,VH:VL,2022-04-14,H,L,G,protein,15,15.0,7.823908740944319,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upb,3.0,electron microscopy,VH:VL,2022-04-14,B,E,A,protein,15,15.0,7.823908740944319,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upd,2.4,electron microscopy,VH:VL,2022-04-14,B,E,A,protein,22.6,22.6,7.645891560852599,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upd,2.4,electron microscopy,VH:VL,2022-04-14,H,L,D,protein,22.6,22.6,7.645891560852599,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upd,2.4,electron microscopy,VH:VL,2022-04-14,C,F,G,protein,22.6,22.6,7.645891560852599,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upk,2.8,electron microscopy,VH:VL,2022-04-15,E,G,A;B,protein;protein,2.3,2.3,8.638272163982407,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upk,2.8,electron microscopy,VH:VL,2022-04-15,C,F,A;D,protein;protein,2.3,2.3,8.638272163982407,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7upk,2.8,electron microscopy,VH:VL,2022-04-15,H,L,B;D,protein;protein,2.3,2.3,8.638272163982407,False,BLI,303,36932063,10.1038/s41467-023-36995-y
7urq,2.05,x-ray diffraction,FabH:FabL,2022-04-22,H,L,A,protein,2.5,2.5,8.602059991327963,False,BLI,N.A.,37334379,10.3389/fimmu.2023.1178355
7urs,2.4,x-ray diffraction,FabH:FabL,2022-04-22,H,L,A,protein,2.5,2.5,8.602059991327963,False,BLI,N.A.,37334379,10.3389/fimmu.2023.1178355
7ust,1.7,x-ray diffraction,VHH,2022-04-25,B,N.A.,A,protein,0.81,0.81,9.09151498112135,False,BLI,298,36520108,10.1042/BCJ20220554
7usv,2.1,x-ray diffraction,VHH,2022-04-25,D,N.A.,B,protein,0.12,0.12,9.920818753952375,False,BLI,298,36520108,10.1042/BCJ20220554
7usv,2.1,x-ray diffraction,VHH,2022-04-25,C,N.A.,A,protein,0.12,0.12,9.920818753952375,False,BLI,298,36520108,10.1042/BCJ20220554
7uvf,2.6,x-ray diffraction,FabH:FabL,2022-05-01,X,Y,B,protein,5,5.0,8.301029995663981,False,SPR,292,36271158,10.1007/s00259-022-05968-6
7uvf,2.6,x-ray diffraction,FabH:FabL,2022-05-01,H,L,A,protein,5,5.0,8.301029995663981,False,SPR,292,36271158,10.1007/s00259-022-05968-6
7uvh,2.59,x-ray diffraction,FabH:FabL,2022-05-02,A,B,C,protein,1.88,1.88,8.72584215073632,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uvh,2.59,x-ray diffraction,FabH:FabL,2022-05-02,D,E,F,protein,1.88,1.88,8.72584215073632,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uvi,2.92,x-ray diffraction,FabH:FabL,2022-05-02,A,B,C,protein,6.83,6.83,8.165579296318468,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uvi,2.92,x-ray diffraction,FabH:FabL,2022-05-02,D,E,F,protein,6.83,6.83,8.165579296318468,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uvo,2.09,x-ray diffraction,FabH:FabL,2022-05-02,A,B,C,protein,0.749,0.749,9.125518182300533,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uvs,2.06,x-ray diffraction,FabH:FabL,2022-05-02,A,B,C,protein,0.247,0.247,9.607303046740334,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uvs,2.06,x-ray diffraction,FabH:FabL,2022-05-02,D,E,F,protein,0.247,0.247,9.607303046740334,False,BLI,298,36792575,10.1016/j.immuni.2023.01.013
7uxl,2.86,x-ray diffraction,FabH:FabL,2022-05-05,A,B,R,protein,0.37,0.37,9.431798275933005,False,BLI,N.A.,36792574,10.1016/j.immuni.2023.01.009
7uxl,2.86,x-ray diffraction,FabH:FabL,2022-05-05,F,E,R,protein,3.9,3.9,8.4089353929735,False,BLI,N.A.,36792574,10.1016/j.immuni.2023.01.009
7vfa,1.75,x-ray diffraction,VHH,2021-09-11,D,N.A.,E,protein,2.43,2.43,8.614393726401687,False,BLI,N.A.,35324337,10.1073/pnas.2120913119
7vfb,2.0,x-ray diffraction,VHH,2021-09-11,B,N.A.,A,protein,0.46,0.46,9.337242168318426,False,BLI,N.A.,35324337,10.1073/pnas.2120913119
7vmu,2.89,x-ray diffraction,scFv,2021-10-09,A,N.A.,B,protein,4.06,4.06,8.391473966422806,False,SPR,N.A.,35581593,10.1186/s13578-022-00794-7
7voa,1.8,x-ray diffraction,VHH,2021-10-13,A,N.A.,B,protein,2.3,2.3,8.638272163982407,False,SPR,298,35906408,10.1038/s41422-022-00700-3
7vyr,2.2,x-ray diffraction,FabH:FabL,2021-11-15,A,B,C,protein,177,177.0,6.752026733638194,False,BLI,N.A.,35030983,10.1080/19420862.2021.2021601
7vyr,2.2,x-ray diffraction,FabH:FabL,2021-11-15,H,L,R,protein,177,177.0,6.752026733638194,False,BLI,N.A.,35030983,10.1080/19420862.2021.2021601
7vyt,1.53,x-ray diffraction,VH:VL,2021-11-15,B,C,A;T,protein;protein,2.2,2.2,8.657577319177793,False,BLI,N.A.,35090381,10.1080/19420862.2021.2013750
7vyt,1.53,x-ray diffraction,VH:VL,2021-11-15,H,L,A;T,protein;protein,2.2,2.2,8.657577319177793,False,BLI,N.A.,35090381,10.1080/19420862.2021.2013750
7w1s,2.0,x-ray diffraction,VHH,2021-11-20,B,N.A.,A,protein,0.0674,0.0674,10.17134010346468,False,SPR,N.A.,35663966,10.3389/fimmu.2022.820336
7wbz,2.42,x-ray diffraction,FabH:FabL,2021-12-17,H,L,A,protein,9.85,9.85,8.006563769502389,False,SPR,298,35931732,10.1038/s42003-022-03739-5
7wd2,2.69,x-ray diffraction,VHH,2021-12-20,D,N.A.,B,protein,0.18,0.18,9.744727494896694,False,SPR,298,36702124,10.1016/j.xcrm.2023.100918
7wd2,2.69,x-ray diffraction,VHH,2021-12-20,C,N.A.,A,protein,0.18,0.18,9.744727494896694,False,SPR,298,36702124,10.1016/j.xcrm.2023.100918
7wg3,2.19,x-ray diffraction,FabH:FabL,2021-12-28,E,A,I,protein,11,11.0,7.958607314841775,False,BLI,N.A.,36288706,10.1016/j.celrep.2022.111555
7wg3,2.19,x-ray diffraction,FabH:FabL,2021-12-28,F,B,J,protein,11,11.0,7.958607314841775,False,BLI,N.A.,36288706,10.1016/j.celrep.2022.111555
7wg3,2.19,x-ray diffraction,FabH:FabL,2021-12-28,G,C,K,protein,11,11.0,7.958607314841775,False,BLI,N.A.,36288706,10.1016/j.celrep.2022.111555
7wg3,2.19,x-ray diffraction,FabH:FabL,2021-12-28,H,D,L,protein,11,11.0,7.958607314841775,False,BLI,N.A.,36288706,10.1016/j.celrep.2022.111555
7whb,2.67,electron microscopy,FabH:FabL,2021-12-30,D,E,A,protein,0.169,0.169,9.772113295386326,False,SPR,N.A.,37542391,10.1080/22221751.2023.2245921
7whb,2.67,electron microscopy,FabH:FabL,2021-12-30,J,K,B,protein,0.169,0.169,9.772113295386326,False,SPR,N.A.,37542391,10.1080/22221751.2023.2245921
7whb,2.67,electron microscopy,FabH:FabL,2021-12-30,G,H,C,protein,0.169,0.169,9.772113295386326,False,SPR,N.A.,37542391,10.1080/22221751.2023.2245921
7whd,2.65,electron microscopy,FabH:FabL,2021-12-30,D,E,C,protein,0.169,0.169,9.772113295386326,False,SPR,N.A.,37542391,10.1080/22221751.2023.2245921
7whd,2.65,electron microscopy,FabH:FabL,2021-12-30,J,K,B;C,protein;protein,0.169,0.169,9.772113295386326,False,SPR,N.A.,37542391,10.1080/22221751.2023.2245921
7whd,2.65,electron microscopy,FabH:FabL,2021-12-30,G,H,A,protein,0.169,0.169,9.772113295386326,False,SPR,N.A.,37542391,10.1080/22221751.2023.2245921
7wki,2.6,x-ray diffraction,VHH,2022-01-10,B,N.A.,A,protein,0.00171,0.00171,11.767003889607846,False,SPR,298,35452676,10.1016/j.jbc.2022.101962
7wkx,2.81,x-ray diffraction,FabH:FabL,2022-01-12,B,D,E,protein,0.00273,0.00273,11.563837352959244,False,SPR,298,35066019,10.1016/j.ijbiomac.2022.01.119
7wkx,2.81,x-ray diffraction,FabH:FabL,2022-01-12,A,C,F,protein,0.00273,0.00273,11.563837352959244,False,SPR,298,35066019,10.1016/j.ijbiomac.2022.01.119
7wn2,2.35,x-ray diffraction,FabH:FabL,2022-01-17,B,C,A,protein,2.6,2.6,8.585026652029182,False,BLI,N.A.,37041231,10.1038/s42003-023-04782-6
7wn2,2.35,x-ray diffraction,FabH:FabL,2022-01-17,H,L,R,protein,2.6,2.6,8.585026652029182,False,BLI,N.A.,37041231,10.1038/s42003-023-04782-6
7wn8,2.8,x-ray diffraction,FabH:FabL,2022-01-17,H,L,A,protein,6.9,6.9,8.161150909262744,False,SPR,298,36650558,10.1186/s13045-023-01399-4
7wn8,2.8,x-ray diffraction,FabH:FabL,2022-01-17,P,Q,C,protein,6.9,6.9,8.161150909262744,False,SPR,298,36650558,10.1186/s13045-023-01399-4
7wnb,2.18,x-ray diffraction,FabH:FabL,2022-01-18,H,L,R,protein,2.5,2.5,8.602059991327963,False,BLI,N.A.,37041231,10.1038/s42003-023-04782-6
7wpe,2.69,electron microscopy,FabH:FabL,2022-01-23,X,Y,B,protein,3.2,3.2,8.494850021680094,False,BLI,N.A.,35133176,10.1126/science.abn8863
7wpe,2.69,electron microscopy,FabH:FabL,2022-01-23,U,V,A,protein,3.2,3.2,8.494850021680094,False,BLI,N.A.,35133176,10.1126/science.abn8863
7wpf,2.92,electron microscopy,FabH:FabL,2022-01-23,U,V,C,protein,3.2,3.2,8.494850021680094,False,BLI,N.A.,35133176,10.1126/science.abn8863
7wpf,2.92,electron microscopy,FabH:FabL,2022-01-23,X,Y,A,protein,3.2,3.2,8.494850021680094,False,BLI,N.A.,35133176,10.1126/science.abn8863
7wpf,2.92,electron microscopy,FabH:FabL,2022-01-23,R,S,B,protein,3.2,3.2,8.494850021680094,False,BLI,N.A.,35133176,10.1126/science.abn8863
7wph,2.89,x-ray diffraction,FabH:FabL,2022-01-23,E,D,A,protein,4.14,4.14,8.3829996588791,False,BLI,N.A.,36138032,10.1038/s41467-022-33284-y
7wph,2.89,x-ray diffraction,FabH:FabL,2022-01-23,H,L,B,protein,4.14,4.14,8.3829996588791,False,BLI,N.A.,36138032,10.1038/s41467-022-33284-y
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,P,N.A.,O,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,N,N.A.,M,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,J,N.A.,I,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,L,N.A.,K,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,F,N.A.,E,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,D,N.A.,C,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,B,N.A.,A,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wqv,2.8,x-ray diffraction,scFv,2022-01-26,H,N.A.,G,protein,0.24,0.24,9.619788758288394,False,BLI,303,36706160,10.1371/journal.ppat.1011085
7wrv,2.47,electron microscopy,VH:VL,2022-01-27,U,V,C,protein,3.2,3.2,8.494850021680094,False,BLI,N.A.,35133176,10.1126/science.abn8863
7wsl,1.53,x-ray diffraction,FabH:FabL,2022-01-30,H,L,D,protein,0.3,0.3,9.522878745280337,False,SPR,N.A.,35168061,10.1016/j.bbrc.2022.02.026
7wtf,3.0,electron microscopy,VH:VL,2022-02-04,H,L,B,protein,2.7,2.7,8.568636235841012,False,BLI,N.A.,35672388,10.1038/s41422-022-00677-z
7wtf,3.0,electron microscopy,VH:VL,2022-02-04,G,J,C,protein,2.7,2.7,8.568636235841012,False,BLI,N.A.,35672388,10.1038/s41422-022-00677-z
7wtf,3.0,electron microscopy,VH:VL,2022-02-04,I,K,D,protein,2.7,2.7,8.568636235841012,False,BLI,N.A.,35672388,10.1038/s41422-022-00677-z
7wvl,3.0,x-ray diffraction,FabH:FabL,2022-02-10,H,L,F,protein,1.75,1.75,8.756961951313706,False,BLI,N.A.,36508467,10.1371/journal.ppat.1010994
7wwl,3.0,electron microscopy,VH:VL,2022-02-13,H,L,C,protein,1.91,1.91,8.718966632752272,False,SPR,N.A.,35478188,10.1038/s41392-022-00987-z
7wwl,3.0,electron microscopy,VH:VL,2022-02-13,I,M,B,protein,1.91,1.91,8.718966632752272,False,SPR,N.A.,35478188,10.1038/s41392-022-00987-z
7wwl,3.0,electron microscopy,VH:VL,2022-02-13,J,N,A,protein,1.91,1.91,8.718966632752272,False,SPR,N.A.,35478188,10.1038/s41392-022-00987-z
7wwm,2.8,electron microscopy,VH:VL,2022-02-13,H,L,A,protein,4.21,4.21,8.37571790416433,False,SPR,N.A.,35478188,10.1038/s41392-022-00987-z
7wwm,2.8,electron microscopy,VH:VL,2022-02-13,I,M,B,protein,4.21,4.21,8.37571790416433,False,SPR,N.A.,35478188,10.1038/s41392-022-00987-z
7wwm,2.8,electron microscopy,VH:VL,2022-02-13,J,N,C,protein,4.21,4.21,8.37571790416433,False,SPR,N.A.,35478188,10.1038/s41392-022-00987-z
7x08,2.7,electron microscopy,FabH:FabL,2022-02-21,H,L,A;B,protein;protein,1.02,1.02,8.991399828238082,False,SPR,N.A.,35169121,10.1038/s41421-022-00381-7
7x08,2.7,electron microscopy,FabH:FabL,2022-02-21,J,N,A;C,protein;protein,1.02,1.02,8.991399828238082,False,SPR,N.A.,35169121,10.1038/s41421-022-00381-7
7x08,2.7,electron microscopy,FabH:FabL,2022-02-21,I,M,B;C,protein;protein,1.02,1.02,8.991399828238082,False,SPR,N.A.,35169121,10.1038/s41421-022-00381-7
7x1m,2.74,electron microscopy,VH:VL,2022-02-24,H,L,M,protein,2.6,2.6,8.585026652029182,False,SPR,298,35777362,10.1016/j.immuni.2022.06.005
7x1m,2.74,electron microscopy,FabH:FabL,2022-02-24,C,D,M,protein,6.1,6.1,8.214670164989233,False,SPR,298,35777362,10.1016/j.immuni.2022.06.005
7x1m,2.74,electron microscopy,FabH:FabL,2022-02-24,A,B,M,protein,0.9,0.9,9.045757490560675,False,SPR,298,35777362,10.1016/j.immuni.2022.06.005
7x25,2.49,electron microscopy,FabH:FabL,2022-02-25,A,C,G,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x25,2.49,electron microscopy,FabH:FabL,2022-02-25,H,K,I,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x25,2.49,electron microscopy,FabH:FabL,2022-02-25,E,F,J,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x28,2.49,electron microscopy,FabH:FabL,2022-02-25,C,D,F,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x28,2.49,electron microscopy,FabH:FabL,2022-02-25,H,K,G,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x29,2.49,electron microscopy,FabH:FabL,2022-02-25,H,K,B,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x29,2.49,electron microscopy,FabH:FabL,2022-02-25,F,G,C,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x2a,2.49,electron microscopy,FabH:FabL,2022-02-25,H,K,A,protein,4.6,4.6,8.337242168318426,False,SPR,N.A.,36246239,10.3389/fmicb.2022.988298
7x2h,2.1,x-ray diffraction,FabH:FabL,2022-02-25,C,D,F,protein,4.21,4.21,8.37571790416433,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
7x2h,2.1,x-ray diffraction,FabH:FabL,2022-02-25,A,B,E,protein,4.21,4.21,8.37571790416433,False,BLI,N.A.,37069158,10.1038/s41467-023-37926-7
7x7d,2.92,x-ray diffraction,VHH,2022-03-09,C,N.A.,D,protein,0.312,0.312,9.505845405981557,False,BLI,298,35371009,10.3389/fimmu.2022.865401
7x7d,2.92,x-ray diffraction,VHH,2022-03-09,F,N.A.,E,protein,0.312,0.312,9.505845405981557,False,BLI,298,35371009,10.3389/fimmu.2022.865401
7x7d,2.92,x-ray diffraction,VHH,2022-03-09,B,N.A.,A,protein,0.312,0.312,9.505845405981557,False,BLI,298,35371009,10.3389/fimmu.2022.865401
7x8p,2.24,x-ray diffraction,FabH:FabL,2022-03-14,C,B,A,protein,10,10.0,8.0,False,ELISA,298,36513066,10.1016/j.str.2022.11.009
7x8p,2.24,x-ray diffraction,FabH:FabL,2022-03-14,F,E,D,protein,10,10.0,8.0,False,ELISA,298,36513066,10.1016/j.str.2022.11.009
7x8q,2.65,x-ray diffraction,FabH:FabL,2022-03-14,C,B,A,protein,6.22,6.22,8.20620961530918,False,SPR,N.A.,36513066,10.1016/j.str.2022.11.009
7x8q,2.65,x-ray diffraction,FabH:FabL,2022-03-14,F,E,D,protein,6.22,6.22,8.20620961530918,False,SPR,N.A.,36513066,10.1016/j.str.2022.11.009
7x8t,2.51,x-ray diffraction,FabH:FabL,2022-03-14,C,B,A,protein,8.77,8.77,8.057000406633959,False,SPR,N.A.,36513066,10.1016/j.str.2022.11.009
7x8t,2.51,x-ray diffraction,FabH:FabL,2022-03-14,F,E,D,protein,8.77,8.77,8.057000406633959,False,SPR,N.A.,36513066,10.1016/j.str.2022.11.009
7x8t,2.51,x-ray diffraction,FabH:FabL,2022-03-14,I,H,G,protein,8.77,8.77,8.057000406633959,False,SPR,N.A.,36513066,10.1016/j.str.2022.11.009
7x8t,2.51,x-ray diffraction,FabH:FabL,2022-03-14,L,K,J,protein,8.77,8.77,8.057000406633959,False,SPR,N.A.,36513066,10.1016/j.str.2022.11.009
7xck,2.5,electron microscopy,FabH:FabL,2022-03-24,A,B,M,protein,1.01,1.01,8.995678626217357,False,SPR,298,N.A.,10.1038/s41467-022-32665-7
7xco,2.5,electron microscopy,FabH:FabL,2022-03-24,O,P,C,protein,1.01,1.01,8.995678626217357,False,SPR,298,N.A.,10.1038/s41467-022-32665-7
7xco,2.5,electron microscopy,FabH:FabL,2022-03-24,H,L,A,protein,1.01,1.01,8.995678626217357,False,SPR,298,N.A.,10.1038/s41467-022-32665-7
7xco,2.5,electron microscopy,FabH:FabL,2022-03-24,M,N,B,protein,1.01,1.01,8.995678626217357,False,SPR,298,N.A.,10.1038/s41467-022-32665-7
7xda,2.98,electron microscopy,FabH:FabL,2022-03-26,B,C,A,protein,0.0857,0.0857,10.067019178076801,False,SPR,298,36609558,10.1038/s41421-022-00509-9
7xda,2.98,electron microscopy,FabH:FabL,2022-03-26,D,E,A,protein,0.901,0.901,9.045275209020938,False,SPR,298,36609558,10.1038/s41421-022-00509-9
7xdb,2.62,electron microscopy,VH:VL,2022-03-26,D,E,A,protein,0.898,0.898,9.046723663332696,False,SPR,298,36609558,10.1038/s41421-022-00509-9
7xdb,2.62,electron microscopy,VH:VL,2022-03-26,G,F,B,protein,0.898,0.898,9.046723663332696,False,SPR,298,36609558,10.1038/s41421-022-00509-9
7xdb,2.62,electron microscopy,VH:VL,2022-03-26,I,H,C,protein,0.898,0.898,9.046723663332696,False,SPR,298,36609558,10.1038/s41421-022-00509-9
7xh8,2.99,electron microscopy,VH:VL,2022-04-07,B,C,A,protein,0.0575,0.0575,10.24033215531037,False,SPR,N.A.,35739114,10.1038/s41467-022-31259-7
7xjf,2.6,x-ray diffraction,FabH:FabL,2022-04-16,A,B,C,protein,4160,4160.0,5.380906669373258,False,SPR,298,36593962,10.7150/thno.79367
7xld,1.65,x-ray diffraction,VHH,2022-04-21,B,N.A.,A,protein,0.53,0.53,9.275724130399212,False,SPR,N.A.,37330175,10.1016/j.jbc.2023.104927
7xli,1.7,x-ray diffraction,VHH,2022-04-21,B,N.A.,A,protein,0.25,0.25,9.602059991327963,False,SPR,N.A.,37330175,10.1016/j.jbc.2023.104927
7xnf,2.79,x-ray diffraction,FabH:FabL,2022-04-28,H,L,A,protein,1795.75,1795.75,5.745754124894663,False,SPR,298,36493785,10.1016/j.celrep.2022.111831
7xqv,2.76,x-ray diffraction,VHH,2022-05-09,B,N.A.,A,protein,60.5,60.5,7.218244625347531,False,SPR,N.A.,35665664,10.1016/j.bbrc.2022.05.084
7xy8,2.3,x-ray diffraction,FabH:FabL,2022-06-01,H,L,A,protein,8.6,8.6,8.065501548756432,False,SPR,N.A.,36385956,10.1155/2022/3552793
7xy8,2.3,x-ray diffraction,FabH:FabL,2022-06-01,I,M,A;B,protein;protein,8.6,8.6,8.065501548756432,False,SPR,N.A.,36385956,10.1155/2022/3552793
7yk4,2.7,x-ray diffraction,FabH:FabL,2022-07-21,H,L,A,protein,4.39,4.39,8.357535479757878,False,BLI,N.A.,36139048,10.3390/biom12091209
7yk4,2.7,x-ray diffraction,FabH:FabL,2022-07-21,I,M,B,protein,4.39,4.39,8.357535479757878,False,BLI,N.A.,36139048,10.3390/biom12091209
7yms,2.9,electron microscopy,FabH:FabL,2022-07-29,F,E,A,protein,0.35,0.35,9.455931955649724,False,BLI,N.A.,36543790,10.1038/s41467-022-35575-w
7yrf,2.91,electron microscopy,FabH:FabL,2022-08-09,F,E,C,protein,7.34,7.34,8.13430394008393,False,BLI,N.A.,36543790,10.1038/s41467-022-35575-w
7yru,2.6,x-ray diffraction,FabH:FabL,2022-08-10,H,L,A,protein,5.6,5.6,8.2518119729938,False,SPR,N.A.,37231012,10.1038/s41467-023-38746-5
7z0x,1.8,x-ray diffraction,FabH:FabL,2022-02-23,H,L,R,protein,0.255,0.255,9.593459819566045,False,BLI,303,35482816,10.1371/journal.ppat.1010465
7z0y,2.95,x-ray diffraction,FabH:FabL,2022-02-23,H,L,R,protein,0.196,0.196,9.707743928643524,False,BLI,303,35482816,10.1371/journal.ppat.1010465
7z12,3.0,electron microscopy,FabH:FabL,2022-02-24,B,C,A,protein,12,12.0,7.920818753952375,False,ELISA,N.A.,36383559,10.1371/journal.ppat.1010924
7z1a,2.59,x-ray diffraction,VHH,2022-02-24,F,N.A.,A,protein,930,930.0,6.031517051446065,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1a,2.59,x-ray diffraction,VHH,2022-02-24,E,N.A.,C,protein,930,930.0,6.031517051446065,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1b,2.3,x-ray diffraction,VHH,2022-02-24,F,N.A.,A,protein,60,60.0,7.221848749616356,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1b,2.3,x-ray diffraction,VHH,2022-02-24,E,N.A.,C,protein,60,60.0,7.221848749616356,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1c,1.9,x-ray diffraction,VHH,2022-02-24,F,N.A.,A,protein,53,53.0,7.275724130399211,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1c,1.9,x-ray diffraction,VHH,2022-02-24,E,N.A.,C,protein,53,53.0,7.275724130399211,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1d,1.55,x-ray diffraction,VHH,2022-02-24,B,N.A.,A,protein,57,57.0,7.2441251443275085,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1e,1.59,x-ray diffraction,VHH,2022-02-24,B,N.A.,A,protein,18,18.0,7.7447274948966935,False,ITC,298,35858383,10.1073/pnas.2205412119
7z1x,1.86,x-ray diffraction,VHH,2022-02-25,F,N.A.,D,protein,143,143.0,6.844663962534939,False,SPR,298,38040708,10.1038/s41467-023-43707-z
7z1x,1.86,x-ray diffraction,VHH,2022-02-25,C,N.A.,A,protein,143,143.0,6.844663962534939,False,SPR,298,38040708,10.1038/s41467-023-43707-z
7z1x,1.86,x-ray diffraction,VHH,2022-02-25,B,N.A.,A,protein,0.64,0.64,9.193820026016112,False,SPR,298,38040708,10.1038/s41467-023-43707-z
7z1x,1.86,x-ray diffraction,VHH,2022-02-25,E,N.A.,D,protein,0.64,0.64,9.193820026016112,False,SPR,298,38040708,10.1038/s41467-023-43707-z
7z2m,1.9,x-ray diffraction,FabH:FabL,2022-02-28,D,C,G;I,protein;protein,0.935,0.935,9.029188389127482,False,SPR,N.A.,37773269,10.1038/s42003-023-05369-x
7z2m,1.9,x-ray diffraction,FabH:FabL,2022-02-28,H,L,I,protein,0.935,0.935,9.029188389127482,False,SPR,N.A.,37773269,10.1038/s42003-023-05369-x
7z2m,1.9,x-ray diffraction,FabH:FabL,2022-02-28,F,E,J,protein,0.935,0.935,9.029188389127482,False,SPR,N.A.,37773269,10.1038/s42003-023-05369-x
7z2m,1.9,x-ray diffraction,FabH:FabL,2022-02-28,B,A,K,protein,0.935,0.935,9.029188389127482,False,SPR,N.A.,37773269,10.1038/s42003-023-05369-x
7zau,2.2,x-ray diffraction,VHH,2022-03-22,B,N.A.,A,protein,25,25.0,7.6020599913279625,False,ELISA,N.A.,38503329,10.1098/rsob.230376
7zau,2.2,x-ray diffraction,VHH,2022-03-22,D,N.A.,C,protein,25,25.0,7.6020599913279625,False,ELISA,N.A.,38503329,10.1098/rsob.230376
7zau,2.2,x-ray diffraction,VHH,2022-03-22,F,N.A.,E,protein,25,25.0,7.6020599913279625,False,ELISA,N.A.,38503329,10.1098/rsob.230376
7zau,2.2,x-ray diffraction,VHH,2022-03-22,H,N.A.,G,protein,25,25.0,7.6020599913279625,False,ELISA,N.A.,38503329,10.1098/rsob.230376
7zk1,2.65,x-ray diffraction,VHH,2022-04-12,C,N.A.,A,protein,760,760.0,6.119186407719209,False,BLI,N.A.,35977944,10.1038/s41467-022-32589-2
7zk1,2.65,x-ray diffraction,VHH,2022-04-12,B,N.A.,A,protein,90,90.0,7.045757490560675,False,BLI,N.A.,35977944,10.1038/s41467-022-32589-2
